timestamp,pod,cpu_millicores,memory_mib,hpa_cpu_current,hpa_cpu_target,hpa_replicas,hpa_min,hpa_max
2026-07-05T20:29:12Z,django-api-6774b9b97d-kd6ps,7,102,,,3,2,10
2026-07-05T20:29:12Z,django-api-6774b9b97d-prc6l,9,103,,,3,2,10
2026-07-05T20:29:12Z,django-api-6774b9b97d-pwx89,10,103,,,3,2,10
2026-07-05T20:29:12Z,postgres-0,10,23,,,3,2,10
2026-07-05T20:29:17Z,django-api-6774b9b97d-kd6ps,100,114,,,3,2,10
2026-07-05T20:29:17Z,django-api-6774b9b97d-prc6l,19,109,,,3,2,10
2026-07-05T20:29:17Z,django-api-6774b9b97d-pwx89,57,114,,,3,2,10
2026-07-05T20:29:17Z,postgres-0,15,26,,,3,2,10
2026-07-05T20:29:23Z,django-api-6774b9b97d-kd6ps,100,114,,,3,2,10
2026-07-05T20:29:23Z,django-api-6774b9b97d-prc6l,19,109,,,3,2,10
2026-07-05T20:29:23Z,django-api-6774b9b97d-pwx89,57,114,,,3,2,10
2026-07-05T20:29:23Z,postgres-0,15,26,,,3,2,10
2026-07-05T20:29:28Z,django-api-6774b9b97d-kd6ps,100,114,,,3,2,10
2026-07-05T20:29:28Z,django-api-6774b9b97d-prc6l,19,109,,,3,2,10
2026-07-05T20:29:28Z,django-api-6774b9b97d-pwx89,57,114,,,3,2,10
2026-07-05T20:29:28Z,postgres-0,15,26,,,3,2,10
2026-07-05T20:29:33Z,django-api-6774b9b97d-kd6ps,55,114,,,3,2,10
2026-07-05T20:29:33Z,django-api-6774b9b97d-prc6l,72,114,,,3,2,10
2026-07-05T20:29:33Z,django-api-6774b9b97d-pwx89,79,114,,,3,2,10
2026-07-05T20:29:33Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:29:33Z,postgres-0,63,24,,,3,2,10
2026-07-05T20:29:38Z,django-api-6774b9b97d-kd6ps,55,114,,,3,2,10
2026-07-05T20:29:38Z,django-api-6774b9b97d-prc6l,72,114,,,3,2,10
2026-07-05T20:29:38Z,django-api-6774b9b97d-pwx89,79,114,,,3,2,10
2026-07-05T20:29:38Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:29:38Z,postgres-0,63,24,,,3,2,10
2026-07-05T20:29:43Z,django-api-6774b9b97d-kd6ps,55,114,,,3,2,10
2026-07-05T20:29:43Z,django-api-6774b9b97d-prc6l,72,114,,,3,2,10
2026-07-05T20:29:43Z,django-api-6774b9b97d-pwx89,79,114,,,3,2,10
2026-07-05T20:29:43Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:29:43Z,postgres-0,63,24,,,3,2,10
2026-07-05T20:29:48Z,django-api-6774b9b97d-kd6ps,28,114,,,3,2,10
2026-07-05T20:29:48Z,django-api-6774b9b97d-prc6l,33,114,,,3,2,10
2026-07-05T20:29:48Z,django-api-6774b9b97d-pwx89,28,115,,,3,2,10
2026-07-05T20:29:48Z,locust-runner,20,38,,,3,2,10
2026-07-05T20:29:48Z,postgres-0,54,23,,,3,2,10
2026-07-05T20:29:53Z,django-api-6774b9b97d-kd6ps,28,114,,,3,2,10
2026-07-05T20:29:53Z,django-api-6774b9b97d-prc6l,33,114,,,3,2,10
2026-07-05T20:29:53Z,django-api-6774b9b97d-pwx89,28,115,,,3,2,10
2026-07-05T20:29:53Z,locust-runner,20,38,,,3,2,10
2026-07-05T20:29:53Z,postgres-0,54,23,,,3,2,10
2026-07-05T20:29:59Z,django-api-6774b9b97d-kd6ps,28,114,,,3,2,10
2026-07-05T20:29:59Z,django-api-6774b9b97d-prc6l,33,114,,,3,2,10
2026-07-05T20:29:59Z,django-api-6774b9b97d-pwx89,28,115,,,3,2,10
2026-07-05T20:29:59Z,locust-runner,20,38,,,3,2,10
2026-07-05T20:29:59Z,postgres-0,54,23,,,3,2,10
2026-07-05T20:30:04Z,django-api-6774b9b97d-kd6ps,31,115,,,3,2,10
2026-07-05T20:30:04Z,django-api-6774b9b97d-prc6l,31,115,,,3,2,10
2026-07-05T20:30:04Z,django-api-6774b9b97d-pwx89,42,115,,,3,2,10
2026-07-05T20:30:04Z,locust-runner,26,38,,,3,2,10
2026-07-05T20:30:04Z,postgres-0,63,23,,,3,2,10
2026-07-05T20:30:09Z,django-api-6774b9b97d-kd6ps,31,115,,,3,2,10
2026-07-05T20:30:09Z,django-api-6774b9b97d-prc6l,31,115,,,3,2,10
2026-07-05T20:30:09Z,django-api-6774b9b97d-pwx89,42,115,,,3,2,10
2026-07-05T20:30:09Z,locust-runner,26,38,,,3,2,10
2026-07-05T20:30:09Z,postgres-0,63,23,,,3,2,10
2026-07-05T20:30:14Z,django-api-6774b9b97d-kd6ps,31,115,,,3,2,10
2026-07-05T20:30:14Z,django-api-6774b9b97d-prc6l,31,115,,,3,2,10
2026-07-05T20:30:14Z,django-api-6774b9b97d-pwx89,42,115,,,3,2,10
2026-07-05T20:30:14Z,locust-runner,26,38,,,3,2,10
2026-07-05T20:30:14Z,postgres-0,63,23,,,3,2,10
2026-07-05T20:30:19Z,django-api-6774b9b97d-kd6ps,30,115,,,3,2,10
2026-07-05T20:30:19Z,django-api-6774b9b97d-prc6l,39,115,,,3,2,10
2026-07-05T20:30:19Z,django-api-6774b9b97d-pwx89,29,115,,,3,2,10
2026-07-05T20:30:19Z,locust-runner,25,38,,,3,2,10
2026-07-05T20:30:19Z,postgres-0,59,24,,,3,2,10
2026-07-05T20:30:24Z,django-api-6774b9b97d-kd6ps,30,115,,,3,2,10
2026-07-05T20:30:24Z,django-api-6774b9b97d-prc6l,39,115,,,3,2,10
2026-07-05T20:30:24Z,django-api-6774b9b97d-pwx89,29,115,,,3,2,10
2026-07-05T20:30:24Z,locust-runner,25,38,,,3,2,10
2026-07-05T20:30:24Z,postgres-0,59,24,,,3,2,10
2026-07-05T20:30:29Z,django-api-6774b9b97d-kd6ps,30,115,,,3,2,10
2026-07-05T20:30:29Z,django-api-6774b9b97d-prc6l,39,115,,,3,2,10
2026-07-05T20:30:29Z,django-api-6774b9b97d-pwx89,29,115,,,3,2,10
2026-07-05T20:30:29Z,locust-runner,25,38,,,3,2,10
2026-07-05T20:30:29Z,postgres-0,59,24,,,3,2,10
2026-07-05T20:30:35Z,django-api-6774b9b97d-kd6ps,32,115,,,3,2,10
2026-07-05T20:30:35Z,django-api-6774b9b97d-prc6l,36,115,,,3,2,10
2026-07-05T20:30:35Z,django-api-6774b9b97d-pwx89,39,115,,,3,2,10
2026-07-05T20:30:35Z,locust-runner,21,38,,,3,2,10
2026-07-05T20:30:35Z,postgres-0,66,23,,,3,2,10
2026-07-05T20:30:40Z,django-api-6774b9b97d-kd6ps,32,115,,,3,2,10
2026-07-05T20:30:40Z,django-api-6774b9b97d-prc6l,36,115,,,3,2,10
2026-07-05T20:30:40Z,django-api-6774b9b97d-pwx89,39,115,,,3,2,10
2026-07-05T20:30:40Z,locust-runner,21,38,,,3,2,10
2026-07-05T20:30:40Z,postgres-0,66,23,,,3,2,10
2026-07-05T20:30:45Z,django-api-6774b9b97d-kd6ps,32,115,,,3,2,10
2026-07-05T20:30:45Z,django-api-6774b9b97d-prc6l,36,115,,,3,2,10
2026-07-05T20:30:45Z,django-api-6774b9b97d-pwx89,39,115,,,3,2,10
2026-07-05T20:30:45Z,locust-runner,21,38,,,3,2,10
2026-07-05T20:30:45Z,postgres-0,66,23,,,3,2,10
2026-07-05T20:30:50Z,django-api-6774b9b97d-kd6ps,34,115,,,3,2,10
2026-07-05T20:30:50Z,django-api-6774b9b97d-prc6l,28,115,,,3,2,10
2026-07-05T20:30:50Z,django-api-6774b9b97d-pwx89,30,115,,,3,2,10
2026-07-05T20:30:50Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:30:50Z,postgres-0,55,23,,,3,2,10
2026-07-05T20:30:55Z,django-api-6774b9b97d-kd6ps,34,115,,,3,2,10
2026-07-05T20:30:55Z,django-api-6774b9b97d-prc6l,28,115,,,3,2,10
2026-07-05T20:30:55Z,django-api-6774b9b97d-pwx89,30,115,,,3,2,10
2026-07-05T20:30:55Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:30:55Z,postgres-0,55,23,,,3,2,10
2026-07-05T20:31:00Z,django-api-6774b9b97d-kd6ps,34,115,,,3,2,10
2026-07-05T20:31:00Z,django-api-6774b9b97d-prc6l,28,115,,,3,2,10
2026-07-05T20:31:00Z,django-api-6774b9b97d-pwx89,30,115,,,3,2,10
2026-07-05T20:31:00Z,locust-runner,24,38,,,3,2,10
2026-07-05T20:31:00Z,postgres-0,55,23,,,3,2,10
2026-07-05T20:31:05Z,django-api-6774b9b97d-kd6ps,30,115,,,3,2,10
2026-07-05T20:31:05Z,django-api-6774b9b97d-prc6l,30,115,,,3,2,10
2026-07-05T20:31:05Z,django-api-6774b9b97d-pwx89,28,115,,,3,2,10
2026-07-05T20:31:05Z,locust-runner,18,38,,,3,2,10
2026-07-05T20:31:05Z,postgres-0,50,23,,,3,2,10
2026-07-05T20:31:10Z,django-api-6774b9b97d-kd6ps,30,115,,,3,2,10
2026-07-05T20:31:10Z,django-api-6774b9b97d-prc6l,30,115,,,3,2,10
2026-07-05T20:31:10Z,django-api-6774b9b97d-pwx89,28,115,,,3,2,10
2026-07-05T20:31:10Z,locust-runner,18,38,,,3,2,10
2026-07-05T20:31:10Z,postgres-0,50,23,,,3,2,10
